date,home_score,away_score,tournament,neutral,rank_home,total_points_home,rank_change_home,rank_away,total_points_away,rank_change_away,winner,win_score_5last_enc_home,win_score_5last_enc_away,diff_goals_last_enc,avg_goals_last_five_home,avg_goals_last_five_away,win_rate_tournament_home,win_rate_tournament_away
1996-01-03,2,1,0,0,134.0,11.0,-11.0,163.0,3.0,4.0,0,0,0,0,1.0,0.0,0.0,0.0
1996-01-03,3,1,0,0,38.0,41.0,1.0,22.0,48.0,0.0,0,0,5,0,1.0,1.8,0.6,0.8
1996-01-05,1,1,0,0,54.0,37.0,12.0,29.0,47.0,2.0,1,0,0,0,1.4,1.0,0.4,0.6
1996-01-05,0,0,0,0,57.0,37.0,2.0,127.0,12.0,4.0,0,0,0,0,2.2,1.0,0.6,0.0
1996-01-06,2,1,0,0,58.0,36.0,-10.0,87.0,24.0,3.0,0,5,0,1,1.2,0.6,0.8,0.2
1996-01-07,0,0,0,0,57.0,37.0,2.0,127.0,12.0,4.0,0,5,0,0,2.2,0.8,0.8,0.0
1996-01-07,1,2,0,0,59.0,36.0,-2.0,67.0,32.0,2.0,1,0,0,0,0.8,1.8,0.0,0.6
1996-01-08,2,1,0,0,23.0,48.0,0.0,22.0,48.0,0.0,0,12,0,1,2.4,1.6,0.6,0.6
1996-01-09,1,1,0,0,59.0,36.0,-2.0,29.0,47.0,2.0,1,0,0,0,0.8,1.2,0.0,0.8
1996-01-10,3,1,0,1,65.0,32.0,2.0,49.0,38.0,-20.0,0,9,0,2,1.4,1.6,0.4,0.0
1996-01-10,2,3,0,1,57.0,37.0,2.0,82.0,26.0,-22.0,1,0,0,0,2.0,0.8,0.8,0.2
1996-01-11,5,0,0,1,12.0,55.0,-1.0,95.0,22.0,4.0,0,0,0,0,1.2,1.6,0.6,0.2
1996-01-11,1,0,0,0,76.0,28.0,-2.0,67.0,32.0,2.0,0,0,5,0,1.4,2.2,0.6,0.8
1996-01-12,4,1,0,1,1.0,68.0,0.0,65.0,32.0,2.0,0,0,5,0,2.4,1.8,1.0,0.6
1996-01-13,3,0,3,0,40.0,41.0,-19.0,37.0,42.0,-6.0,0,0,5,0,1.8,0.8,0.0,0.0
1996-01-13,3,2,0,0,19.0,51.0,0.0,57.0,37.0,2.0,0,5,0,-1,1.0,2.4,0.6,0.8
1996-01-14,0,1,0,1,145.0,9.0,-18.0,12.0,55.0,-1.0,1,0,0,0,0.5,2.2,0.0,0.6
1996-01-14,0,5,0,1,49.0,38.0,-20.0,1.0,68.0,0.0,1,4,5,0,1.8,2.2,0.0,1.0
1996-01-14,0,2,3,1,20.0,49.0,-8.0,29.0,47.0,2.0,1,3,9,2,1.2,1.2,0.6,0.6666666666666666
1996-01-14,1,1,0,0,56.0,37.0,5.0,96.0,21.0,3.0,0,5,4,-1,2.0,3.2,0.6,0.6666666666666666
1996-01-14,0,0,3,1,25.0,48.0,-9.0,48.0,38.0,1.0,0,0,0,0,2.0,1.0,0.8,0.0
1996-01-15,2,1,3,1,23.0,48.0,0.0,80.0,27.0,1.0,0,0,5,0,1.6,2.2,0.3333333333333333,0.0
1996-01-15,2,1,3,1,58.0,36.0,-10.0,101.0,19.0,0.0,0,0,0,0,1.2,1.0,0.0,0.0
1996-01-16,1,2,3,1,67.0,32.0,2.0,87.0,24.0,3.0,1,0,0,0,1.8,0.6,0.0,0.0
1996-01-16,3,0,0,1,145.0,9.0,-18.0,95.0,22.0,4.0,0,0,0,0,0.4,0.6,0.0,0.2
1996-01-16,1,0,0,0,134.0,11.0,-11.0,73.0,30.0,3.0,0,0,0,0,1.5,0.4,0.5,0.2
1996-01-16,1,1,3,1,22.0,48.0,0.0,76.0,28.0,-2.0,0,0,0,0,1.4,1.6,0.5,0.0
1996-01-16,2,0,0,0,19.0,51.0,0.0,82.0,26.0,-22.0,0,4,5,7,1.6,1.4,0.6,0.4
1996-01-17,0,6,0,1,113.0,16.0,1.0,38.0,41.0,1.0,1,0,0,0,0.6,1.0,1.0,0.6
1996-01-18,2,0,3,1,48.0,38.0,1.0,58.0,36.0,-10.0,0,5,0,0,1.0,1.4,0.0,0.3333333333333333
1996-01-18,2,1,3,1,37.0,42.0,-6.0,23.0,48.0,0.0,0,5,0,0,0.4,1.6,0.0,0.5
1996-01-18,0,1,0,0,19.0,51.0,0.0,1.0,68.0,0.0,1,0,12,-1,2.0,3.0,0.6,1.0
1996-01-19,0,2,3,1,68.0,32.0,2.0,67.0,32.0,2.0,1,5,0,-1,2.6,2.0,0.3333333333333333,0.0
1996-01-19,2,1,3,1,29.0,47.0,2.0,22.0,48.0,0.0,0,0,5,0,1.6,1.2,0.75,0.6666666666666666
1996-01-19,1,0,0,1,12.0,55.0,-1.0,145.0,9.0,-18.0,0,0,5,1,2.0,0.8,0.6,0.5
1996-01-20,1,5,3,1,101.0,19.0,0.0,25.0,48.0,-9.0,1,0,0,0,1.2,1.2,0.0,0.8
1996-01-20,1,0,3,0,40.0,41.0,-19.0,80.0,27.0,1.0,0,0,0,0,1.8,2.0,1.0,0.0
1996-01-21,2,0,0,1,12.0,55.0,-1.0,1.0,68.0,0.0,0,5,4,-1,1.8,2.8,0.6,1.0
1996-01-21,0,1,3,1,76.0,28.0,-2.0,20.0,49.0,-8.0,1,0,0,0,1.2,1.2,0.0,0.4
1996-01-21,3,0,0,0,19.0,51.0,0.0,145.0,9.0,-18.0,0,0,0,0,1.8,0.8,0.6,0.3333333333333333
1996-01-24,3,3,3,1,82.0,26.0,2.0,32.0,45.0,-5.0,1,0,0,0,1.4,0.8,0.0,0.2
1996-01-24,1,2,3,1,105.0,18.0,4.0,44.0,40.0,-4.0,1,0,0,0,1.2,1.4,0.0,0.5
1996-01-24,2,1,0,0,37.0,44.0,3.0,42.0,40.0,0.0,0,0,0,0,2.2,1.4,0.4,0.6
1996-01-24,3,0,2,0,43.0,40.0,-11.0,172.0,1.0,0.0,0,0,0,0,1.4,0.0,0.6,0.0
1996-01-24,0,4,3,1,51.0,38.0,-7.0,23.0,49.0,-2.0,1,5,0,0,1.0,1.8,0.25,0.8
1996-01-24,0,1,3,0,29.0,46.0,-11.0,22.0,50.0,-1.0,1,5,0,2,1.6,1.8,1.0,0.4
1996-01-25,0,2,3,1,83.0,25.0,-4.0,71.0,30.0,3.0,1,0,0,0,0.6,2.0,1.0,0.25
1996-01-25,0,2,3,1,68.0,31.0,-8.0,19.0,52.0,-10.0,1,0,0,0,0.8,1.6,0.0,0.8
1996-01-25,3,1,3,1,31.0,46.0,9.0,21.0,51.0,1.0,0,5,0,2,0.8,1.0,0.5,0.6
1996-01-26,1,0,2,1,125.0,12.0,2.0,172.0,1.0,0.0,0,0,0,0,0.6,0.0,0.4,0.0
1996-01-27,2,1,3,0,29.0,46.0,-11.0,44.0,40.0,-4.0,0,0,0,0,1.2,1.0,0.6666666666666666,0.6666666666666666
1996-01-27,3,1,3,1,23.0,49.0,-2.0,22.0,50.0,-1.0,0,4,5,-2,2.4,1.4,0.8,0.4
1996-01-28,1,1,3,1,45.0,39.0,-22.0,31.0,46.0,9.0,1,5,0,-4,1.4,1.4,0.25,0.6
1996-01-28,1,0,3,1,19.0,52.0,-10.0,71.0,30.0,3.0,0,0,0,0,1.6,2.2,0.8,0.4
1996-01-28,4,0,2,0,43.0,40.0,-11.0,125.0,12.0,2.0,0,0,0,0,1.8,0.8,0.8,0.4
1996-01-30,8,0,2,0,110.0,17.0,-1.0,166.0,2.0,0.0,0,0,0,0,0.8,0.0,0.2,0.0
1996-01-31,2,0,2,0,43.0,40.0,-11.0,172.0,1.0,0.0,0,5,0,3,2.4,0.0,0.8,0.0
1996-01-31,3,0,3,0,29.0,46.0,-11.0,19.0,52.0,-10.0,0,0,0,0,1.2,1.6,0.75,0.8
1996-01-31,2,4,3,1,23.0,49.0,-2.0,31.0,46.0,9.0,1,5,0,2,2.8,1.4,0.8,0.8
1996-02-01,0,7,2,1,166.0,2.0,0.0,66.0,32.0,0.0,1,0,0,0,0.0,0.8,0.0,0.8
1996-02-02,3,1,2,1,172.0,1.0,0.0,125.0,12.0,2.0,0,5,0,-1,0.0,0.8,0.0,0.4
1996-02-02,0,1,0,0,112.0,16.0,-15.0,57.0,37.0,2.0,1,12,0,1,0.6,0.8,0.0,0.6
1996-02-03,2,0,3,0,29.0,46.0,-11.0,31.0,46.0,9.0,0,0,0,0,1.8,2.0,0.8,0.8
1996-02-03,1,0,3,1,23.0,49.0,-2.0,19.0,52.0,-10.0,0,9,0,3,2.8,1.4,0.8,0.8
1996-02-04,1,1,0,0,56.0,37.0,3.0,39.0,42.0,3.0,1,7,7,0,1.4,1.0,0.8,0.6
1996-02-04,0,2,2,0,110.0,17.0,-1.0,66.0,32.0,0.0,1,0,9,0,2.2,2.2,0.2,1.0
1996-02-04,1,0,2,0,43.0,40.0,-11.0,125.0,12.0,2.0,0,5,0,4,2.6,0.8,1.0,0.2
1996-02-07,2,1,0,0,39.0,42.0,3.0,8.0,56.0,-4.0,0,0,5,1,1.2,2.0,0.6,0.8
1996-02-07,1,7,0,1,53.0,38.0,3.0,70.0,30.0,-1.0,1,0,0,0,0.8,1.8,1.0,0.8
1996-02-07,0,2,0,0,89.0,22.0,-1.0,5.0,59.0,0.0,1,0,0,0,0.4,4.6,0.4,0.6
1996-02-07,2,0,0,0,33.0,44.0,-5.0,99.0,20.0,-1.0,0,0,5,1,2.2,0.4,0.6,0.0
1996-02-07,1,0,0,0,4.0,59.0,0.0,9.0,55.0,-1.0,0,0,0,0,2.6,0.6,1.0,0.8
1996-02-09,0,3,0,1,53.0,38.0,3.0,5.0,59.0,0.0,1,0,5,0,0.6,3.6,0.8,0.6
1996-02-09,0,0,0,0,89.0,22.0,-1.0,70.0,30.0,-1.0,1,0,5,-1,0.4,2.6,0.4,0.8
1996-02-09,1,0,0,0,72.0,30.0,-5.0,50.0,38.0,6.0,0,0,0,0,2.2,0.6,0.6,0.2
1996-02-10,1,4,0,0,54.0,37.0,3.0,30.0,46.0,-1.0,1,7,5,1,0.8,1.8,0.6,0.6
1996-02-11,1,0,0,0,113.0,16.0,-21.0,57.0,37.0,2.0,0,0,0,0,1.3333333333333333,1.0,0.6666666666666666,0.6
1996-02-11,1,4,0,0,89.0,22.0,-1.0,53.0,38.0,3.0,1,0,0,0,0.0,0.2,0.4,0.6
1996-02-11,1,3,0,0,67.0,32.0,-2.0,56.0,37.0,3.0,1,12,0,3,1.2,1.4,0.4,0.6
1996-02-11,3,1,0,1,5.0,59.0,0.0,70.0,30.0,-1.0,0,0,0,0,3.0,2.6,0.6,0.8
1996-02-14,3,0,0,0,54.0,37.0,3.0,30.0,46.0,-1.0,0,7,7,-3,0.8,2.0,0.4,0.6
1996-02-14,4,1,0,0,56.0,37.0,3.0,65.0,32.0,1.0,0,12,2,0,1.8,1.6,0.6,0.8
1996-02-14,4,0,0,0,39.0,42.0,3.0,67.0,32.0,-2.0,0,7,5,-6,1.4,1.4,0.6,0.4
1996-02-14,3,2,0,0,28.0,46.0,-2.0,86.0,24.0,-2.0,0,0,0,0,1.2,0.6,1.0,0.0
1996-02-16,0,0,0,1,141.0,9.0,0.0,131.0,12.0,2.0,1,0,0,0,0.2,0.4,0.0,0.0
1996-02-16,0,2,0,1,97.0,20.0,-1.0,57.0,37.0,2.0,1,0,0,0,0.8,1.0,0.8,0.4
1996-02-16,5,2,0,0,72.0,30.0,-5.0,50.0,38.0,6.0,0,5,0,1,2.0,0.2,0.6,0.2
1996-02-18,1,1,0,0,84.0,25.0,1.0,57.0,37.0,2.0,1,0,0,0,1.2,1.4,0.4,0.4
1996-02-19,5,0,0,1,30.0,46.0,-1.0,35.0,44.0,2.0,0,0,0,0,1.8,1.4,0.6,0.8
1996-02-20,1,0,0,0,75.0,29.0,2.0,131.0,12.0,2.0,0,9,0,2,0.4,0.4,0.2,0.2
1996-02-21,3,1,0,0,7.0,57.0,-6.0,41.0,42.0,4.0,0,0,0,0,3.2,2.4,0.8,0.6
1996-02-21,4,2,0,0,46.0,39.0,4.0,48.0,39.0,1.0,0,0,5,0,1.2,1.6,0.4,0.6
1996-02-21,1,2,0,0,20.0,51.0,4.0,3.0,61.0,1.0,1,0,0,0,2.6,3.0,0.6,0.8
1996-02-22,1,1,0,1,30.0,47.0,0.0,12.0,54.0,0.0,1,5,0,0,2.6,1.4,0.8,0.8
1996-02-23,0,3,0,0,86.0,24.0,1.0,54.0,38.0,-3.0,1,0,0,0,0.6,1.2,0.4,0.6
1996-02-23,4,1,0,0,69.0,32.0,-3.0,133.0,11.0,1.0,0,0,0,0,2.4,0.6,0.6,0.0
1996-02-24,2,2,0,1,135.0,11.0,4.0,125.0,15.0,3.0,1,0,0,0,0.2,1.0,0.2,0.0
1996-02-24,1,0,0,0,86.0,24.0,1.0,101.0,20.0,4.0,0,0,5,0,0.6,0.6,0.4,0.6
1996-02-25,0,2,0,0,52.0,38.0,-2.0,12.0,54.0,0.0,1,0,0,0,1.4,1.2,0.6,1.0
1996-02-25,1,2,0,0,85.0,24.0,1.0,54.0,38.0,-3.0,1,0,5,0,1.4,1.4,0.4,0.8
1996-02-27,3,0,0,1,141.0,9.0,0.0,125.0,15.0,3.0,0,0,0,0,0.0,1.4,0.0,0.3333333333333333
1996-02-28,0,0,0,0,52.0,38.0,-2.0,12.0,54.0,0.0,1,0,5,-2,1.4,1.4,0.6,1.0
1996-02-28,2,1,0,0,43.0,40.0,2.0,37.0,44.0,2.0,0,0,0,0,2.4,0.4,0.4,0.8
1996-03-02,1,1,2,0,112.0,18.0,5.0,133.0,11.0,1.0,0,0,0,0,0.4,0.8,0.0,0.0
1996-03-02,0,3,0,0,101.0,20.0,4.0,86.0,24.0,1.0,1,4,5,-1,0.4,0.8,0.4,0.6
1996-03-03,2,0,0,0,58.0,36.0,0.0,126.0,15.0,3.0,0,0,0,0,1.8,0.6,0.8,0.25
1996-03-04,7,1,2,1,133.0,11.0,1.0,94.0,21.0,-30.0,0,0,0,0,0.8,0.8,0.0,0.2
1996-03-05,0,2,0,0,140.0,10.0,2.0,86.0,24.0,1.0,1,5,0,-1,1.0,1.0,0.25,0.6
1996-03-06,2,1,0,1,19.0,52.0,2.0,57.0,37.0,2.0,0,0,0,0,0.8,1.4,0.2,0.0
1996-03-06,5,2,2,0,112.0,18.0,5.0,94.0,21.0,-30.0,0,0,0,0,0.4,0.8,0.2,0.2
1996-03-06,2,0,0,1,49.0,39.0,3.0,153.0,7.0,0.0,0,0,0,0,1.4,1.6666666666666667,0.6,1.0
1996-03-07,2,0,0,0,40.0,42.0,-16.0,70.0,31.0,3.0,0,12,2,2,2.2,0.6,0.6,0.4
1996-03-10,3,3,2,0,158.0,6.0,0.0,138.0,10.0,1.0,1,0,0,0,1.5,1.0,0.0,0.0
1996-03-10,2,2,2,0,136.0,11.0,2.0,86.0,24.0,1.0,1,0,0,0,0.0,1.2,0.0,0.5
1996-03-12,1,0,0,0,78.0,28.0,3.0,60.0,35.0,0.0,0,0,0,0,0.6,1.8,0.4,0.6
1996-03-13,3,0,0,0,43.0,40.0,2.0,62.0,35.0,13.0,0,0,0,0,2.4,1.2,0.4,0.4
1996-03-13,1,1,0,0,99.0,20.0,0.0,21.0,51.0,1.0,1,0,0,0,0.4,1.4,0.0,0.4
1996-03-16,0,1,0,0,86.0,24.0,1.0,56.0,37.0,6.0,1,0,0,0,1.6,0.6,0.8,0.0
1996-03-17,0,1,0,0,158.0,6.0,0.0,118.0,16.0,3.0,1,5,0,1,2.0,0.8,1.0,0.6
1996-03-19,3,2,0,0,81.0,27.0,3.0,62.0,35.0,13.0,0,5,0,0,1.4,0.8,0.4,0.2
1996-03-20,0,2,0,1,22.0,51.0,0.0,26.0,48.0,-7.0,1,9,3,0,1.4,2.6,0.6,0.8
1996-03-21,3,0,0,0,19.0,52.0,2.0,49.0,39.0,3.0,0,0,0,0,1.2,1.2,0.2,0.6
1996-03-22,2,0,2,0,86.0,24.0,1.0,136.0,11.0,2.0,0,0,5,0,1.6,2.0,0.6,0.0
1996-03-22,0,0,0,0,81.0,27.0,3.0,22.0,51.0,0.0,1,0,5,-1,1.6,1.0,0.4,0.4
1996-03-23,2,2,0,1,62.0,35.0,13.0,26.0,48.0,-7.0,1,0,0,0,1.0,3.0,0.0,1.0
1996-03-24,3,2,2,0,159.0,5.0,0.0,173.0,1.0,2.0,0,0,0,0,1.0,0.0,0.0,0.0
1996-03-25,1,1,0,1,22.0,51.0,0.0,62.0,35.0,13.0,0,0,9,1,0.6,1.0,0.6,0.0
1996-03-26,2,0,0,0,43.0,40.0,2.0,46.0,39.0,4.0,0,0,5,4,3.0,2.0,0.6,0.6
1996-03-26,3,0,0,0,13.0,53.0,-1.0,31.0,47.0,3.0,0,0,0,0,2.0,1.4,0.8,1.0
1996-03-26,1,0,0,0,81.0,27.0,3.0,26.0,48.0,-7.0,0,0,5,0,1.4,3.0,0.4,1.0
1996-03-27,1,0,0,0,27.0,48.0,3.0,17.0,52.0,-1.0,0,0,0,0,1.0,1.8,0.2,0.8
1996-03-27,1,0,0,0,42.0,41.0,2.0,21.0,51.0,1.0,0,0,0,0,2.4,1.4,0.4,0.4
1996-03-27,0,2,0,0,28.0,48.0,3.0,7.0,57.0,-6.0,1,0,0,0,2.0,3.8,0.6,0.8
1996-03-27,8,2,0,0,1.0,69.0,0.0,16.0,53.0,-3.0,0,0,0,0,2.6,1.0,0.8,0.8
1996-03-27,0,2,0,0,78.0,28.0,3.0,79.0,27.0,0.0,1,0,0,0,0.8,1.6,0.6,0.3333333333333333
1996-03-27,2,0,0,0,3.0,61.0,1.0,9.0,55.0,-1.0,0,0,0,0,2.6,2.6,1.0,1.0
1996-03-27,3,0,0,0,126.0,15.0,3.0,116.0,16.0,4.0,0,0,0,0,0.6,0.4,0.2,0.0
1996-03-27,1,0,0,0,57.0,37.0,2.0,175.0,1.0,1.0,0,0,0,0,1.2,0.0,0.0,0.0
1996-03-27,0,2,0,0,32.0,46.0,5.0,5.0,60.0,0.0,1,5,0,0,0.8,2.6,0.8,0.6
1996-03-27,1,0,0,0,92.0,21.0,1.0,88.0,23.0,-1.0,0,0,0,0,0.6,0.2,0.25,0.2
1996-03-27,0,2,0,0,51.0,38.0,3.0,17.0,52.0,8.0,1,0,0,0,2.4,0.6,0.2,0.6
1996-03-27,0,0,0,0,37.0,44.0,2.0,61.0,35.0,-9.0,0,0,0,0,0.4,2.2,0.6,0.6
1996-03-27,1,0,0,0,20.0,51.0,4.0,41.0,42.0,4.0,0,0,0,0,1.4,2.6,0.6,0.4
1996-03-27,1,0,0,0,29.0,47.0,3.0,52.0,38.0,-2.0,0,0,0,0,1.8,1.4,0.6,0.4
1996-03-27,4,0,0,0,38.0,43.0,2.0,84.0,24.0,-2.0,0,0,0,0,1.2,0.8,0.4,0.0
1996-03-28,4,1,0,0,19.0,52.0,2.0,40.0,42.0,-16.0,0,5,7,-1,1.8,2.4,0.4,0.8
1996-03-29,1,2,2,0,165.0,3.0,2.0,142.0,9.0,0.0,1,0,0,0,0.0,1.0,0.0,0.0
1996-03-31,1,3,2,0,138.0,10.0,1.0,158.0,6.0,0.0,1,0,5,0,1.4,1.5,1.0,0.0
1996-03-31,1,3,2,0,173.0,1.0,2.0,159.0,5.0,0.0,1,5,0,-1,2.0,1.5,0.0,1.0
1996-03-31,0,1,2,0,130.0,12.0,3.0,58.0,36.0,0.0,1,0,0,0,1.6,2.0,0.0,0.0
1996-04-07,2,1,0,0,129.0,12.0,0.0,67.0,33.0,-4.0,0,15,0,0,0.8,1.8,0.2,1.0
1996-04-07,6,0,2,0,142.0,9.0,0.0,165.0,3.0,2.0,0,0,5,1,1.2,0.2,1.0,0.0
1996-04-09,0,1,0,0,141.0,9.0,0.0,31.0,47.0,3.0,1,0,0,0,0.6,1.0,0.5,0.8
1996-04-09,2,2,0,0,113.0,17.0,5.0,72.0,30.0,3.0,1,0,0,0,1.2,1.6,0.0,0.2
1996-04-10,4,1,0,0,43.0,40.0,2.0,66.0,33.0,2.0,0,5,0,0,2.0,0.4,0.8,0.2
1996-04-21,2,0,0,0,110.0,18.0,4.0,16.0,53.0,-3.0,0,0,0,0,1.6,1.0,0.2,0.8
1996-04-21,1,2,0,0,120.0,15.0,2.0,55.0,38.0,3.0,1,0,9,0,0.6,1.6,0.0,0.6
1996-04-21,1,0,2,0,58.0,36.0,0.0,130.0,12.0,3.0,0,0,5,1,1.8,1.2,1.0,0.0
1996-04-21,3,1,0,0,85.0,24.0,1.0,86.0,24.0,1.0,0,5,0,-1,1.6,1.8,0.2,0.6
1996-04-21,1,1,0,0,118.0,16.0,3.0,158.0,6.0,0.0,0,5,4,1,0.8,1.8,0.6,0.6666666666666666
1996-04-24,3,1,2,0,8.0,55.0,0.0,36.0,44.0,-4.0,0,9,0,1,1.8,2.2,0.8,0.4
1996-04-24,0,0,0,0,38.0,43.0,10.0,3.0,61.0,-2.0,1,0,0,0,1.0,2.6,0.4,0.8
1996-04-24,1,0,2,0,9.0,55.0,-10.0,67.0,32.0,-1.0,0,5,7,0,2.4,1.4,1.0,0.4
1996-04-24,2,0,0,0,10.0,54.0,-3.0,37.0,44.0,5.0,0,0,5,2,2.4,0.6,0.8,0.6
1996-04-24,2,0,0,0,13.0,54.0,4.0,27.0,48.0,-2.0,0,0,0,0,1.8,1.6,0.8,0.6
1996-04-24,4,1,2,0,41.0,42.0,-13.0,78.0,29.0,8.0,0,12,2,1,1.6,0.4,0.2,0.0
1996-04-24,0,0,0,0,23.0,49.0,-4.0,28.0,48.0,-15.0,0,0,0,0,1.0,2.6,0.4,1.0
1996-04-24,0,3,0,0,134.0,12.0,-1.0,52.0,38.0,7.0,1,5,0,-4,0.6,1.0,0.2,0.6
1996-04-24,2,0,2,0,45.0,40.0,4.0,58.0,36.0,-3.0,0,0,0,0,1.8,2.0,0.4,0.4
1996-04-24,0,2,0,0,74.0,29.0,8.0,43.0,41.0,1.0,1,5,0,0,0.4,2.0,0.2,0.4
1996-04-24,2,0,0,0,51.0,38.0,-7.0,121.0,14.0,12.0,0,0,0,0,1.4,1.2,1.0,0.4
1996-04-24,3,0,2,0,86.0,24.0,-6.0,159.0,6.0,3.0,0,0,0,0,0.8,0.0,0.2,0.0
1996-04-24,0,1,0,0,11.0,54.0,5.0,2.0,62.0,-1.0,1,0,0,0,2.0,1.8,0.6,1.0
1996-04-24,1,2,0,0,57.0,36.0,6.0,7.0,56.0,-5.0,1,0,0,0,2.2,1.4,0.0,1.0
1996-04-24,0,0,0,0,17.0,52.0,0.0,6.0,59.0,2.0,1,5,0,-1,1.0,2.6,0.6,1.0
1996-04-24,5,0,0,0,18.0,51.0,7.0,71.0,30.0,-8.0,0,0,0,0,1.8,1.6,0.6,0.5
1996-04-24,0,0,0,0,39.0,43.0,1.0,24.0,49.0,7.0,1,0,0,0,2.0,1.2,0.6,0.6
1996-04-24,2,3,0,0,19.0,51.0,-4.0,1.0,69.0,0.0,1,0,0,0,1.6,3.6,0.6,0.8
1996-04-24,2,0,0,0,26.0,48.0,5.0,66.0,32.0,1.0,0,0,0,0,1.0,0.8,0.2,0.25
1996-04-24,0,2,2,0,116.0,16.0,0.0,35.0,44.0,-1.0,1,10,4,-3,0.0,1.2,0.2,0.6
1996-04-26,0,4,0,0,138.0,11.0,4.0,92.0,21.0,-3.0,1,0,5,-3,1.0,1.6,0.3333333333333333,0.5
1996-04-26,6,0,0,0,155.0,7.0,2.0,136.0,12.0,-23.0,0,0,5,1,1.25,1.8,0.5,0.3333333333333333
1996-04-26,1,1,0,0,131.0,12.0,-5.0,118.0,15.0,3.0,1,0,0,0,1.0,1.6,0.0,1.0
1996-04-28,2,0,0,0,121.0,14.0,12.0,51.0,38.0,-7.0,0,5,0,-2,0.4,1.4,0.2,1.0
1996-04-28,3,1,0,0,71.0,30.0,4.0,139.0,11.0,10.0,0,15,0,-1,1.0,1.0,0.8,0.4
1996-04-28,1,1,0,0,155.0,7.0,2.0,136.0,12.0,-23.0,1,4,5,6,2.2,1.8,0.6666666666666666,0.25
1996-04-28,2,1,0,0,135.0,12.0,5.0,156.0,6.0,-9.0,0,5,0,2,0.8,0.2,0.5,0.0
1996-04-28,0,1,0,0,131.0,12.0,-5.0,118.0,15.0,3.0,1,0,5,0,1.0,1.8,0.0,1.0
1996-04-30,4,5,0,0,44.0,40.0,-2.0,59.0,36.0,-3.0,1,0,0,0,1.4,1.2,0.6,0.0
1996-05-01,1,1,0,0,40.0,43.0,3.0,87.0,24.0,3.0,0,5,0,0,0.4,0.8,0.6,0.0
1996-05-01,3,2,0,0,30.0,46.0,-1.0,69.0,31.0,-3.0,0,0,0,0,1.2,1.8,0.8,0.2
1996-05-04,1,2,2,0,137.0,11.0,6.0,95.0,20.0,2.0,1,0,0,0,0.4,0.2,0.0,0.0
1996-05-05,1,1,0,1,71.0,30.0,-2.0,36.0,44.0,-4.0,1,5,0,0,1.4,2.2,0.4,0.6
1996-05-05,2,1,0,0,156.0,6.0,-9.0,135.0,12.0,5.0,0,9,0,-1,0.4,1.0,0.0,0.6666666666666666
1996-05-05,0,1,2,0,173.0,1.0,-2.0,111.0,17.0,-15.0,1,0,0,0,0.0,1.2,0.0,0.0
1996-05-05,5,1,2,0,148.0,8.0,4.0,126.0,14.0,8.0,0,0,0,0,1.0,1.0,0.0,0.0
1996-05-08,2,1,0,0,45.0,40.0,4.0,71.0,30.0,-8.0,0,0,0,0,2.0,1.4,0.2,0.4
1996-05-08,4,0,2,0,166.0,3.0,0.0,99.0,20.0,2.0,0,0,0,0,0.0,0.8,0.0,0.0
1996-05-09,2,1,0,0,7.0,56.0,-5.0,39.0,43.0,1.0,0,0,0,0,1.4,1.8,1.0,0.4
1996-05-10,2,1,2,0,111.0,17.0,-15.0,173.0,1.0,-2.0,0,0,5,1,0.8,0.0,1.0,0.0
1996-05-11,0,1,0,0,112.0,17.0,4.0,15.0,53.0,0.0,1,5,10,-1,0.8,3.0,0.2,0.8
1996-05-11,2,1,0,1,158.0,6.0,3.0,174.0,1.0,2.0,0,9,3,1,2.4,1.2,1.0,0.2
1996-05-12,7,0,2,0,95.0,20.0,2.0,137.0,11.0,6.0,0,0,5,1,0.4,0.6,1.0,0.0
1996-05-12,0,0,0,0,108.0,18.0,2.0,102.0,19.0,4.0,1,0,5,0,1.0,1.4,0.0,0.4
1996-05-12,0,1,2,0,138.0,11.0,4.0,92.0,21.0,-3.0,1,0,9,-4,0.6,2.4,0.0,0.0
1996-05-12,6,1,2,0,155.0,7.0,2.0,125.0,14.0,-17.0,0,0,0,0,2.2,2.0,0.0,1.0
1996-05-12,3,1,2,0,98.0,20.0,-7.0,131.0,12.0,-5.0,0,0,0,0,1.25,0.75,0.0,0.0
1996-05-12,1,1,0,0,112.0,17.0,4.0,15.0,53.0,0.0,1,7,8,-1,0.8,2.2,0.2,0.8
1996-05-12,0,1,0,0,153.0,7.0,4.0,75.0,29.0,4.0,1,0,5,-1,0.2,0.8,0.2,0.8
1996-05-14,0,5,2,0,138.0,11.0,4.0,92.0,21.0,-3.0,1,0,12,-1,0.2,2.2,0.0,1.0
1996-05-14,0,1,2,0,140.0,11.0,-18.0,121.0,14.0,12.0,1,0,0,0,1.6,0.6,0.5,0.0
1996-05-16,0,2,0,0,59.0,36.0,-3.0,7.0,56.0,-5.0,1,0,0,0,2.0,1.4,0.2,1.0
1996-05-17,2,0,0,0,118.0,15.0,3.0,84.0,25.0,-1.0,0,0,0,0,1.6,1.4,1.0,0.4
1996-05-17,0,0,0,0,88.0,23.0,1.0,64.0,34.0,9.0,1,5,4,-1,1.0,2.0,0.6,0.8
1996-05-18,3,0,0,0,23.0,49.0,-4.0,74.0,29.0,8.0,0,0,0,0,1.0,0.4,0.6,0.2
