date,home_score,away_score,tournament,neutral,rank_home,total_points_home,rank_change_home,rank_away,total_points_away,rank_change_away,winner,win_score_5last_enc_home,win_score_5last_enc_away,diff_goals_last_enc,avg_goals_last_five_home,avg_goals_last_five_away,win_rate_tournament_home,win_rate_tournament_away
1997-10-04,0,2,0,0,128.0,19.0,0.0,101.0,30.0,4.0,1,0,0,0,0.8,0.2,0.5,0.4
1997-10-04,0,1,0,0,93.0,33.0,-1.0,51.0,45.0,4.0,1,9,0,-1,0.6,0.6,0.0,0.4
1997-10-05,5,0,2,0,11.0,59.0,2.0,73.0,38.0,0.0,0,9,5,1,1.2,1.4,1.0,0.2
1997-10-07,0,3,2,0,125.0,20.0,-2.0,50.0,46.0,-3.0,1,5,0,-1,0.2,1.8,0.0,0.4
1997-10-08,0,0,0,0,8.0,61.0,-7.0,9.0,60.0,-1.0,0,0,0,0,2.4,1.4,0.8,0.4
1997-10-09,2,0,0,0,1.0,72.0,0.0,15.0,58.0,1.0,0,0,0,0,3.8,1.6,1.0,1.0
1997-10-10,1,2,2,0,49.0,46.0,-2.0,58.0,44.0,0.0,1,5,0,1,2.2,1.4,0.8,0.8
1997-10-11,0,2,2,0,104.0,29.0,-4.0,52.0,45.0,-2.0,1,5,0,0,1.0,0.8,0.2,0.6
1997-10-11,4,0,2,0,26.0,54.0,-18.0,106.0,27.0,3.0,0,0,5,1,2.0,0.8,1.0,0.0
1997-10-11,3,2,2,0,48.0,46.0,10.0,98.0,31.0,7.0,0,5,4,1,2.4,1.2,0.6,0.0
1997-10-11,2,0,2,0,81.0,36.0,-3.0,135.0,18.0,0.0,0,0,5,2,1.2,0.2,0.2,0.0
1997-10-11,3,0,2,0,14.0,58.0,-2.0,22.0,55.0,2.0,0,4,5,-1,1.2,1.8,0.6,0.6
1997-10-11,1,1,2,0,61.0,42.0,-4.0,71.0,39.0,-1.0,0,5,0,-1,1.6,1.6,0.6,0.4
1997-10-11,2,1,0,0,17.0,57.0,6.0,25.0,55.0,1.0,0,0,0,0,1.2,1.4,0.6,0.6
1997-10-11,3,0,2,0,94.0,32.0,-5.0,50.0,46.0,-3.0,0,5,0,-3,0.8,2.0,0.4,0.4
1997-10-11,4,3,2,0,2.0,63.0,-2.0,116.0,24.0,-8.0,0,4,8,1,2.0,0.6,1.0,0.2
1997-10-11,0,0,2,0,41.0,49.0,-5.0,5.0,62.0,2.0,1,5,0,-1,2.0,2.0,0.4,0.8
1997-10-11,4,0,2,0,83.0,36.0,-5.0,153.0,8.0,-9.0,0,0,5,4,1.4,0.2,0.2,0.0
1997-10-11,1,1,2,0,42.0,48.0,-13.0,3.0,63.0,-9.0,1,5,0,-1,2.2,3.6,0.6,1.0
1997-10-11,0,0,2,0,12.0,59.0,4.0,7.0,61.0,0.0,1,4,5,-2,1.6,1.8,1.0,0.8
1997-10-11,1,1,2,0,121.0,21.0,-1.0,35.0,51.0,1.0,1,5,0,-3,0.4,2.0,0.2,1.0
1997-10-11,1,2,2,0,80.0,36.0,1.0,43.0,48.0,1.0,1,5,0,-2,1.2,0.6,0.4,0.8
1997-10-11,0,0,2,0,4.0,62.0,-2.0,39.0,50.0,-13.0,0,9,0,-1,3.0,2.6,0.8,0.8
1997-10-11,1,0,2,0,24.0,55.0,-6.0,72.0,38.0,1.0,0,4,8,0,1.2,0.4,0.6,0.2
1997-10-11,4,2,2,0,16.0,58.0,11.0,13.0,58.0,-9.0,0,5,0,-1,1.6,2.6,0.8,1.0
1997-10-11,1,0,2,0,38.0,50.0,3.0,85.0,35.0,4.0,0,0,9,0,2.8,0.8,0.8,0.4
1997-10-11,2,0,2,0,27.0,54.0,1.0,69.0,39.0,-5.0,0,0,5,2,1.8,0.6,0.8,0.6
1997-10-11,1,3,2,0,92.0,33.0,-3.0,33.0,51.0,0.0,1,8,4,0,1.0,1.8,0.0,0.6
1997-10-11,3,1,2,0,6.0,61.0,4.0,117.0,23.0,2.0,0,0,5,4,2.8,0.8,1.0,0.4
1997-10-11,1,0,2,0,21.0,55.0,-4.0,102.0,30.0,1.0,0,0,5,1,1.4,0.4,0.8,0.0
1997-10-11,5,0,2,0,65.0,41.0,1.0,122.0,21.0,-4.0,0,5,0,-1,0.6,0.2,0.4,0.0
1997-10-11,1,1,2,0,82.0,36.0,-1.0,18.0,57.0,1.0,1,12,0,-3,2.4,1.6,0.4,0.8
1997-10-12,0,0,2,0,10.0,59.0,-3.0,47.0,47.0,-3.0,0,0,5,0,1.6,0.8,1.0,0.2
1997-10-12,2,2,2,0,59.0,44.0,11.0,11.0,59.0,2.0,1,10,4,-4,0.4,1.8,0.4,1.0
1997-10-12,1,0,2,0,30.0,53.0,1.0,23.0,55.0,5.0,0,14,0,-2,1.2,0.8,0.4,0.4
1997-10-12,1,0,2,0,28.0,54.0,1.0,110.0,26.0,1.0,0,5,4,2,1.0,0.2,0.4,0.0
1997-10-12,0,4,2,0,34.0,51.0,-2.0,29.0,53.0,6.0,1,10,5,1,1.8,1.6,0.8,0.6
1997-10-17,4,1,2,0,49.0,46.0,-4.0,54.0,44.0,-4.0,0,5,4,2,2.0,1.8,0.6,0.8
1997-10-17,2,1,2,0,47.0,46.0,-2.0,37.0,51.0,-1.0,0,7,8,-1,1.6,1.8,0.6,0.8
1997-10-18,0,1,0,0,132.0,18.0,-2.0,40.0,51.0,0.0,1,0,0,0,1.8,2.0,0.5,1.0
1997-10-18,3,0,2,0,112.0,26.0,-9.0,60.0,43.0,-7.0,0,5,0,-4,0.6,2.0,0.0,0.6
1997-10-18,1,5,2,0,83.0,35.0,1.0,34.0,52.0,-1.0,1,5,0,-1,1.6,2.2,0.2,1.0
1997-10-20,2,2,0,0,132.0,18.0,-2.0,103.0,29.0,2.0,1,9,3,0,0.6,0.6,0.4,0.4
1997-10-22,1,1,0,1,103.0,29.0,2.0,44.0,47.0,0.0,1,0,0,0,1.0,1.6,0.6,0.4
1997-10-24,0,1,2,0,47.0,46.0,-2.0,96.0,32.0,11.0,1,9,5,2,1.4,0.4,0.6,0.2
1997-10-24,1,0,2,0,37.0,51.0,-1.0,49.0,46.0,-4.0,0,5,9,0,1.6,2.6,0.6,0.6
1997-10-24,1,3,0,0,141.0,15.0,0.0,40.0,51.0,0.0,1,5,0,-1,1.0,2.0,0.8,1.0
1997-10-25,4,0,2,0,83.0,35.0,1.0,112.0,26.0,-9.0,0,0,5,0,1.2,1.2,0.2,0.2
1997-10-26,0,3,0,0,157.0,8.0,2.0,40.0,51.0,0.0,1,0,9,-2,0.8,1.4,0.4,1.0
1997-10-26,1,1,2,0,20.0,56.0,2.0,60.0,43.0,-7.0,0,9,3,0,1.8,1.4,0.8,0.4
1997-10-29,2,0,2,0,29.0,53.0,-4.0,51.0,46.0,-1.0,0,12,0,-1,2.2,0.8,0.8,0.6
1997-10-29,1,1,2,0,43.0,47.0,1.0,48.0,46.0,0.0,0,0,0,0,2.4,3.0,0.6,0.8
1997-10-29,1,1,2,0,9.0,60.0,-7.0,16.0,58.0,4.0,0,5,0,-1,2.0,1.0,0.8,0.8
1997-10-29,1,1,0,0,128.0,19.0,0.0,40.0,51.0,0.0,1,4,5,-3,0.4,1.8,0.4,1.0
1997-10-31,2,3,2,0,54.0,44.0,-4.0,96.0,32.0,11.0,1,0,5,0,1.4,0.4,0.6,0.2
1997-10-31,0,0,2,0,49.0,46.0,-4.0,47.0,46.0,-2.0,1,2,12,0,1.8,1.2,0.4,0.6
1997-11-01,0,2,2,0,34.0,52.0,-1.0,20.0,56.0,2.0,1,7,8,1,2.6,0.8,1.0,0.8
1997-11-02,0,0,0,0,46.0,47.0,0.0,106.0,27.0,1.0,0,6,8,0,2.4,1.2,1.0,0.6
1997-11-02,0,0,2,0,10.0,60.0,-1.0,35.0,52.0,3.0,0,5,10,0,2.0,1.0,1.0,0.6
1997-11-02,0,1,0,0,174.0,5.0,5.0,150.0,11.0,2.0,1,0,0,0,0.6,0.4,0.4,0.0
1997-11-02,0,0,2,0,60.0,43.0,-7.0,83.0,35.0,1.0,0,9,3,1,0.8,1.8,0.2,0.4
1997-11-05,2,1,0,0,24.0,55.0,4.0,101.0,30.0,-2.0,0,0,0,0,2.2,1.2,0.8,0.6
1997-11-06,1,1,2,0,37.0,51.0,-1.0,54.0,44.0,-4.0,0,14,0,-1,1.6,1.4,0.6,0.6
1997-11-07,4,1,0,0,27.0,54.0,-2.0,88.0,35.0,-2.0,0,0,0,0,2.2,2.0,0.8,0.2
1997-11-07,2,0,2,0,96.0,32.0,11.0,49.0,46.0,-4.0,0,8,4,-3,1.0,1.6,0.4,0.4
1997-11-08,5,1,2,0,20.0,56.0,2.0,112.0,26.0,-9.0,0,0,5,0,1.2,1.2,0.8,0.2
1997-11-09,0,3,2,0,62.0,42.0,3.0,35.0,52.0,3.0,1,5,0,-3,0.8,0.6,0.2,0.6
1997-11-09,2,2,2,0,70.0,40.0,-3.0,40.0,51.0,0.0,1,5,0,-1,1.2,1.8,0.2,0.6
1997-11-09,3,3,2,0,10.0,60.0,-1.0,56.0,44.0,1.0,0,6,8,0,1.8,0.4,1.0,0.4
1997-11-09,1,3,2,0,60.0,43.0,-7.0,34.0,52.0,-1.0,1,11,3,-3,0.8,2.2,0.4,0.8
1997-11-11,3,0,0,0,1.0,72.0,0.0,98.0,31.0,0.0,0,0,0,0,2.8,1.6,1.0,0.4
1997-11-12,1,0,2,0,54.0,44.0,-4.0,47.0,46.0,-2.0,0,5,4,1,1.4,0.8,0.4,0.6
1997-11-12,2,1,0,0,14.0,58.0,-3.0,25.0,54.0,-2.0,0,0,0,0,1.2,2.0,0.6,0.2
1997-11-12,0,1,2,0,96.0,32.0,11.0,37.0,51.0,-1.0,1,3,9,-1,1.2,0.8,0.6,0.6
1997-11-13,3,1,0,0,86.0,35.0,9.0,133.0,18.0,1.0,0,10,5,-1,1.2,0.2,0.2,0.4
1997-11-15,2,1,2,0,48.0,46.0,0.0,43.0,47.0,1.0,0,5,0,0,2.8,1.6,0.6,0.6
1997-11-15,2,0,0,0,7.0,61.0,0.0,44.0,47.0,0.0,0,0,0,0,1.4,1.4,0.8,0.6
1997-11-15,3,0,0,0,3.0,63.0,1.0,26.0,54.0,1.0,0,0,5,0,2.4,1.2,0.8,0.4
1997-11-15,1,0,2,0,16.0,58.0,4.0,9.0,60.0,-7.0,0,9,0,0,1.2,2.0,0.6,0.8
1997-11-15,1,1,2,0,51.0,46.0,-1.0,29.0,53.0,-4.0,1,14,0,-2,0.8,2.0,0.6,0.8
1997-11-16,1,1,2,0,13.0,58.0,3.0,11.0,60.0,2.0,1,6,9,1,1.4,1.4,1.0,0.8
1997-11-16,3,0,2,0,27.0,54.0,-2.0,22.0,55.0,-1.0,0,6,9,0,2.2,0.6,0.6,0.2
1997-11-16,3,1,2,0,56.0,44.0,1.0,62.0,42.0,3.0,0,2,12,-1,0.8,0.6,0.2,0.2
1997-11-16,0,0,2,0,40.0,51.0,0.0,10.0,60.0,-1.0,1,15,0,-6,2.0,2.2,0.8,1.0
1997-11-16,3,2,2,1,20.0,56.0,2.0,49.0,46.0,-4.0,0,0,5,-1,2.0,1.4,1.0,0.4
1997-11-16,1,0,2,0,38.0,51.0,4.0,28.0,54.0,0.0,0,11,3,-1,1.8,1.2,0.6,0.4
1997-11-16,5,3,2,0,52.0,45.0,5.0,31.0,53.0,1.0,0,11,3,-4,0.4,1.2,0.2,0.6
1997-11-16,4,2,2,0,35.0,52.0,3.0,70.0,40.0,-3.0,0,9,6,0,1.0,1.6,0.8,0.2
1997-11-19,1,2,0,0,82.0,36.0,1.0,88.0,35.0,2.0,1,10,5,0,0.8,1.8,0.2,0.4
1997-11-19,1,1,0,0,3.0,63.0,1.0,5.0,62.0,0.0,0,0,5,1,2.6,3.6,1.0,0.8
1997-11-22,1,1,2,0,50.0,46.0,1.0,32.0,53.0,-1.0,1,0,0,0,1.2,3.6,0.2,1.0
1997-11-26,3,0,0,0,16.0,58.0,1.0,75.0,38.0,-4.0,0,0,0,0,1.4,1.4,0.8,0.4
1997-11-27,0,1,0,0,176.0,4.0,0.0,103.0,29.0,1.0,1,0,0,0,0.0,0.2,0.0,0.4
1997-11-28,3,1,0,0,143.0,14.0,1.0,170.0,6.0,0.0,0,0,0,0,0.8,0.75,0.0,0.5
1997-11-28,1,1,0,1,135.0,18.0,2.0,82.0,36.0,1.0,1,5,7,0,0.4,0.8,0.2,0.2
1997-11-29,2,2,2,0,32.0,53.0,-1.0,50.0,46.0,1.0,0,0,5,0,2.8,0.6,1.0,0.0
1997-11-29,0,0,0,1,67.0,40.0,1.0,88.0,35.0,2.0,0,9,0,0,1.0,1.6,0.4,0.4
1997-11-29,2,1,0,1,79.0,37.0,-1.0,148.0,12.0,0.0,0,9,0,2,1.2,1.2,0.8,0.4
1997-11-30,2,1,0,0,143.0,14.0,1.0,135.0,18.0,2.0,0,4,5,-1,1.4,0.6,0.2,0.2
1997-11-30,2,0,0,1,82.0,36.0,1.0,170.0,6.0,0.0,0,0,0,0,1.0,0.8,0.4,0.4
1997-12-01,3,0,0,1,67.0,40.0,1.0,79.0,37.0,-1.0,0,12,3,-2,0.8,1.4,0.6,0.8
1997-12-01,6,1,0,1,88.0,35.0,2.0,148.0,12.0,0.0,0,5,0,3,1.6,1.0,0.4,0.2
1997-12-02,2,2,0,1,170.0,6.0,0.0,135.0,18.0,2.0,1,5,0,0,0.6,0.8,0.2,0.2
1997-12-02,0,0,0,0,143.0,14.0,1.0,82.0,36.0,1.0,1,0,12,-1,1.6,0.8,0.4,0.4
1997-12-03,3,2,0,0,37.0,51.0,5.0,53.0,45.0,3.0,0,10,5,2,3.4,0.4,0.6,0.4
1997-12-03,2,0,0,1,67.0,40.0,1.0,148.0,12.0,0.0,0,14,0,2,1.4,1.2,0.6,0.2
1997-12-03,1,1,0,1,88.0,35.0,2.0,79.0,37.0,-1.0,1,5,0,-2,2.4,1.0,0.6,0.6
1997-12-05,1,2,0,0,143.0,14.0,1.0,88.0,35.0,2.0,1,9,0,-1,1.4,2.4,0.4,0.6
1997-12-05,1,2,0,1,67.0,40.0,1.0,82.0,36.0,1.0,1,9,0,-3,1.2,0.8,0.8,0.6
1997-12-07,2,2,0,0,143.0,14.0,1.0,67.0,40.0,1.0,1,0,9,0,1.2,1.4,0.4,0.6
1997-12-07,1,0,0,1,88.0,35.0,2.0,82.0,36.0,1.0,0,14,1,1,2.2,1.2,0.6,0.8
1997-12-07,0,0,0,0,34.0,53.0,-3.0,74.0,38.0,3.0,0,0,5,2,1.0,2.2,1.0,0.4
1997-12-07,1,2,0,0,35.0,53.0,9.0,1.0,72.0,0.0,1,0,5,-1,1.0,2.8,0.2,1.0
1997-12-12,1,3,0,1,11.0,60.0,1.0,32.0,53.0,-1.0,1,0,0,0,2.0,2.0,0.6,1.0
1997-12-12,0,3,0,0,34.0,53.0,-3.0,1.0,72.0,0.0,1,0,0,0,0.8,2.8,1.0,1.0
1997-12-13,2,2,0,1,35.0,53.0,9.0,4.0,62.0,0.0,1,0,0,0,1.2,1.8,0.0,1.0
1997-12-13,0,2,0,1,59.0,44.0,-1.0,43.0,49.0,-9.0,1,0,0,0,0.4,1.4,0.8,0.4
1997-12-14,0,0,0,1,32.0,53.0,-1.0,1.0,72.0,0.0,1,0,0,0,2.2,2.8,1.0,1.0
1997-12-14,0,5,0,0,34.0,53.0,-3.0,11.0,60.0,1.0,1,4,5,-1,0.6,1.2,0.8,0.4
1997-12-15,1,2,0,1,4.0,62.0,0.0,43.0,49.0,-9.0,1,0,0,0,1.8,1.8,1.0,0.4
1997-12-15,1,0,0,1,59.0,44.0,-1.0,35.0,53.0,9.0,0,0,0,0,0.4,1.0,0.6,0.0
1997-12-16,3,2,0,1,1.0,72.0,0.0,11.0,60.0,1.0,0,11,4,1,2.0,1.8,1.0,0.4
1997-12-16,1,0,0,0,34.0,53.0,-3.0,32.0,53.0,-1.0,0,5,0,0,0.4,1.6,0.6,0.8
1997-12-17,1,6,0,1,59.0,44.0,-1.0,4.0,62.0,0.0,1,0,0,0,0.6,1.8,0.6,0.8
1997-12-17,4,3,0,1,43.0,49.0,-9.0,35.0,53.0,9.0,0,0,0,0,2.0,0.8,0.6,0.0
1997-12-17,0,0,0,0,20.0,56.0,1.0,71.0,39.0,4.0,0,5,0,-1,0.8,1.2,0.8,0.2
1997-12-18,7,2,0,0,37.0,51.0,5.0,75.0,38.0,-4.0,0,5,0,3,3.6,1.0,0.8,0.4
1997-12-18,0,0,0,0,150.0,11.0,-6.0,171.0,5.0,-3.0,0,5,0,-2,1.2,0.6,0.2,0.4
1997-12-19,2,0,0,1,1.0,72.0,0.0,4.0,62.0,0.0,0,0,0,0,2.2,2.6,1.0,0.8
1997-12-19,0,1,0,1,43.0,49.0,-9.0,32.0,53.0,-1.0,1,0,0,0,2.6,1.2,0.8,0.6
1997-12-20,1,2,0,0,37.0,51.0,5.0,55.0,45.0,2.0,1,5,0,0,5.0,0.8,0.8,0.4
1997-12-21,6,0,0,1,1.0,72.0,0.0,32.0,53.0,-1.0,0,0,5,0,2.0,1.2,1.0,0.6
1997-12-21,1,0,0,1,4.0,62.0,0.0,43.0,49.0,-9.0,0,0,5,-1,2.4,2.6,0.6,0.6
1997-12-21,1,1,0,0,66.0,40.0,-3.0,150.0,11.0,-6.0,0,0,5,0,1.8,1.2,0.6,0.4
1997-12-22,0,1,0,1,55.0,45.0,2.0,75.0,38.0,-4.0,1,0,0,0,1.0,1.4,0.6,0.2
1997-12-22,2,0,0,0,37.0,51.0,5.0,51.0,46.0,7.0,0,9,0,-1,4.8,1.2,0.8,0.4
1997-12-24,3,1,0,1,53.0,45.0,2.0,78.0,37.0,3.0,0,8,4,2,1.2,0.8,0.2,0.4
1997-12-24,1,2,0,0,32.0,53.0,-5.0,59.0,44.0,4.0,1,5,4,-1,3.6,0.6,0.8,0.4
1997-12-27,2,0,0,0,106.0,28.0,0.0,52.0,46.0,4.0,0,7,8,0,1.0,2.0,0.4,1.0
1997-12-28,0,0,0,0,149.0,11.0,-1.0,165.0,7.0,-6.0,0,9,0,0,1.2,0.6,0.4,0.4
1998-01-03,1,0,0,0,97.0,33.0,2.0,74.0,38.0,4.0,0,9,0,0,0.8,0.8,0.4,0.4
1998-01-04,0,1,0,0,113.0,26.0,-1.0,56.0,45.0,-2.0,1,0,12,0,1.0,2.0,0.6,0.2
1998-01-04,1,0,0,0,106.0,28.0,0.0,67.0,40.0,1.0,0,0,0,0,1.0,1.6,0.4,0.8
1998-01-04,1,0,0,0,65.0,40.0,-2.0,78.0,37.0,3.0,0,0,0,0,1.6,1.0,0.8,0.2
1998-01-04,0,2,0,0,97.0,33.0,2.0,74.0,38.0,4.0,1,12,0,1,1.0,0.8,0.6,0.2
1998-01-07,4,2,0,0,106.0,28.0,0.0,67.0,40.0,1.0,0,5,0,1,1.2,1.0,0.6,0.6
1998-01-07,0,0,0,0,56.0,45.0,-2.0,39.0,52.0,0.0,1,10,5,-5,2.0,1.8,0.4,1.0
1998-01-10,0,1,1,0,97.0,33.0,2.0,21.0,57.0,1.0,1,6,9,-4,0.8,0.4,0.4,1.0
1998-01-10,1,1,0,0,165.0,7.0,-6.0,162.0,8.0,0.0,1,0,5,0,0.0,0.4,0.4,0.0
1998-01-11,0,0,0,0,106.0,28.0,0.0,80.0,37.0,-8.0,1,14,0,2,1.8,2.0,0.6,0.6
1998-01-11,1,2,0,0,78.0,37.0,3.0,67.0,40.0,1.0,1,0,0,0,0.8,1.2,0.2,0.6
1998-01-12,0,0,0,0,149.0,11.0,-1.0,162.0,8.0,0.0,0,0,5,3,1.0,0.6,0.6,0.2
1998-01-14,0,0,0,0,57.0,45.0,4.0,67.0,40.0,1.0,0,0,5,2,0.8,1.2,0.2,0.6
1998-01-14,2,1,0,0,15.0,58.0,-1.0,58.0,45.0,4.0,0,0,0,0,1.8,1.0,0.8,0.6
1998-01-16,0,2,0,0,132.0,18.0,-11.0,21.0,57.0,1.0,1,0,0,0,1.6,0.4,0.4,1.0
1998-01-18,0,2,1,0,149.0,11.0,-1.0,74.0,38.0,4.0,1,0,5,-2,0.2,1.0,0.0,0.0
1998-01-19,3,1,0,0,57.0,45.0,4.0,67.0,40.0,1.0,0,4,5,0,0.8,1.0,0.4,0.4
1998-01-21,1,4,0,0,51.0,46.0,-1.0,73.0,38.0,8.0,1,11,4,4,1.2,1.6,0.6,0.6
1998-01-21,2,0,0,0,64.0,40.0,-4.0,56.0,45.0,-2.0,0,0,5,1,1.6,1.4,0.4,0.4
1998-01-21,1,4,0,0,43.0,49.0,1.0,116.0,24.0,-1.0,1,0,0,0,2.4,0.8,0.4,0.0
1998-01-24,3,2,1,0,86.0,35.0,1.0,31.0,53.0,-4.0,0,0,0,0,1.4,1.2,0.6,0.0
1998-01-24,1,0,0,0,26.0,54.0,-3.0,18.0,57.0,3.0,0,4,5,-1,1.8,1.0,0.4,0.8
1998-01-25,1,2,1,0,162.0,8.0,0.0,67.0,40.0,1.0,1,5,4,-3,0.6,1.0,0.0,0.8
1998-01-25,1,1,0,0,54.0,45.0,-3.0,32.0,53.0,-5.0,1,0,0,0,1.6,2.8,0.4,0.6
1998-01-27,0,2,0,1,32.0,53.0,-5.0,27.0,54.0,-4.0,1,5,9,-2,2.4,2.4,0.6,0.8
1998-01-27,1,2,0,0,94.0,33.0,2.0,106.0,28.0,0.0,1,0,0,0,0.8,1.4,0.4,0.6
1998-01-28,1,0,0,0,53.0,45.0,2.0,58.0,45.0,4.0,0,4,8,0,1.2,1.2,0.4,0.4
1998-01-28,1,0,0,0,6.0,60.0,-1.0,11.0,59.0,8.0,0,5,0,0,1.4,2.2,0.6,1.0
1998-01-28,0,1,0,1,46.0,47.0,-4.0,71.0,39.0,0.0,1,0,0,0,1.0,0.8,0.6,0.2
1998-01-28,3,0,0,0,9.0,60.0,-1.0,34.0,53.0,1.0,0,0,0,0,0.8,1.4,0.2,0.8
1998-01-29,4,1,0,0,52.0,46.0,4.0,67.0,40.0,1.0,0,0,5,1,1.2,1.4,0.8,0.2
1998-01-29,0,0,0,0,39.0,52.0,0.0,18.0,57.0,3.0,1,0,0,0,1.2,0.8,1.0,0.6
1998-01-29,0,2,0,0,54.0,45.0,-3.0,27.0,54.0,-4.0,1,4,5,0,1.2,2.2,0.4,0.8
1998-01-29,2,1,0,0,78.0,37.0,3.0,80.0,37.0,-8.0,0,0,0,0,1.0,2.0,0.2,0.8
1998-01-30,2,1,0,0,150.0,11.0,1.0,86.0,35.0,1.0,0,0,0,0,0.6,1.2,0.4,0.4
1998-01-31,1,1,0,1,32.0,53.0,-5.0,27.0,54.0,-4.0,1,5,10,-2,1.0,2.4,0.4,0.8
1998-01-31,1,1,0,1,46.0,47.0,-4.0,16.0,58.0,-1.0,1,0,0,0,1.0,2.4,0.4,0.8
1998-01-31,4,1,0,0,23.0,56.0,0.0,65.0,40.0,-2.0,0,9,0,1,2.4,1.8,1.0,0.8
1998-02-01,3,1,0,1,106.0,28.0,0.0,86.0,35.0,1.0,0,0,0,0,1.8,1.2,0.8,0.4
1998-02-01,0,0,0,1,83.0,36.0,-6.0,64.0,40.0,-4.0,1,14,1,1,1.0,1.2,0.2,0.4
1998-02-01,1,3,0,1,73.0,38.0,8.0,56.0,45.0,-2.0,1,0,5,0,1.4,1.2,0.6,0.4
1998-02-01,1,0,0,0,52.0,46.0,4.0,53.0,45.0,2.0,0,4,5,1,1.6,1.0,0.8,0.6
1998-02-01,0,4,0,0,78.0,37.0,3.0,80.0,37.0,-8.0,1,5,0,1,1.0,1.0,0.4,0.6
1998-02-01,3,0,0,0,26.0,54.0,-3.0,88.0,34.0,-2.0,0,0,0,0,1.8,1.2,0.6,0.6
1998-02-03,0,0,0,1,1.0,73.0,0.0,39.0,52.0,0.0,0,0,0,0,2.8,0.6,1.0,0.8
1998-02-04,2,7,0,1,88.0,34.0,-2.0,51.0,46.0,-1.0,1,0,0,0,1.0,1.4,0.4,0.6
1998-02-04,0,1,0,0,80.0,37.0,-8.0,23.0,56.0,0.0,1,4,5,-1,1.6,3.0,0.8,1.0
1998-02-04,0,0,0,0,120.0,22.0,0.0,16.0,58.0,-1.0,1,0,0,0,2.4,2.6,0.0,0.8
1998-02-04,2,4,0,1,56.0,45.0,-2.0,5.0,61.0,-6.0,1,0,0,0,1.0,2.2,0.4,0.2
1998-02-05,1,1,0,1,1.0,73.0,0.0,83.0,36.0,-6.0,0,0,0,0,2.2,0.8,1.0,0.2
1998-02-05,1,1,0,0,82.0,36.0,-2.0,60.0,42.0,-1.0,1,0,0,0,1.4,1.4,0.4,0.4
1998-02-05,2,3,0,1,72.0,39.0,-2.0,95.0,33.0,1.0,1,0,5,-6,2.0,0.8,0.2,0.6
1998-02-05,3,0,0,0,15.0,58.0,-1.0,150.0,11.0,1.0,0,0,0,0,2.0,0.8,0.8,0.6
1998-02-06,2,1,0,1,69.0,39.0,-3.0,75.0,38.0,2.0,0,0,5,2,1.4,0.2,0.2,0.4
1998-02-06,1,1,0,0,133.0,18.0,1.0,116.0,24.0,-1.0,1,5,0,1,0.8,1.6,0.0,0.3333333333333333
1998-02-06,1,1,0,1,95.0,33.0,1.0,34.0,53.0,1.0,1,0,0,0,0.8,0.8,0.6,0.6
1998-02-07,0,1,0,0,35.0,53.0,3.0,16.0,58.0,-1.0,1,0,0,0,0.8,2.4,0.4,0.8
1998-02-07,0,1,3,0,106.0,28.0,0.0,53.0,45.0,2.0,1,0,0,0,2.0,0.8,0.0,0.4
1998-02-07,1,2,0,1,72.0,39.0,-2.0,34.0,53.0,1.0,1,5,0,-2,1.6,0.8,0.2,0.6
1998-02-07,2,0,0,1,5.0,61.0,-6.0,73.0,38.0,8.0,0,10,4,2,2.4,1.0,0.4,0.4
1998-02-07,0,1,0,0,120.0,22.0,0.0,27.0,54.0,-4.0,1,5,0,-2,1.0,1.6,0.0,1.0
1998-02-07,2,1,0,0,26.0,54.0,-3.0,51.0,46.0,-1.0,0,10,5,1,2.2,2.8,0.6,0.6
1998-02-08,0,3,0,1,116.0,24.0,-1.0,69.0,39.0,-3.0,1,4,5,-2,1.8,1.4,0.5,0.4
1998-02-08,0,1,3,1,59.0,44.0,4.0,65.0,40.0,-2.0,1,0,0,0,1.0,1.4,0.5,0.0
1998-02-08,0,4,0,1,64.0,40.0,-4.0,1.0,73.0,0.0,1,0,5,-4,1.2,2.4,0.4,1.0
1998-02-08,2,3,0,1,83.0,36.0,-6.0,39.0,52.0,0.0,1,9,0,1,0.8,0.4,0.2,0.6
1998-02-08,4,3,3,1,52.0,46.0,4.0,86.0,35.0,1.0,0,5,0,-1,1.8,1.2,0.4,0.0
1998-02-08,2,1,0,0,133.0,18.0,1.0,75.0,38.0,2.0,0,5,0,-2,0.8,0.4,0.0,0.4
1998-02-08,4,0,0,0,29.0,54.0,-1.0,48.0,46.0,1.0,0,0,0,0,1.0,2.0,0.8,0.4
1998-02-08,0,0,3,1,31.0,53.0,-4.0,58.0,45.0,4.0,0,5,0,1,1.6,1.0,0.8,0.0
1998-02-09,2,1,3,1,76.0,38.0,-1.0,78.0,37.0,3.0,0,4,5,1,0.6,0.8,0.2,0.0
1998-02-09,1,0,0,0,82.0,36.0,-2.0,95.0,33.0,1.0,0,5,0,-3,1.4,1.0,0.2,0.6
1998-02-09,0,2,0,1,60.0,42.0,-1.0,34.0,53.0,1.0,1,0,0,0,1.4,0.8,0.4,0.8
1998-02-09,2,0,3,1,57.0,45.0,4.0,23.0,56.0,0.0,0,4,5,1,1.4,2.6,0.6,0.6
1998-02-09,2,0,0,1,39.0,52.0,0.0,64.0,40.0,-4.0,0,5,4,0,0.6,1.2,0.6,0.4
1998-02-09,1,1,3,1,21.0,57.0,1.0,15.0,58.0,-1.0,1,9,0,-1,0.8,2.0,0.8,0.0
